,classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
0,278017541,victorav,1374972.0,6aaed07f3d5b0f62dc26,16410,landmark_detection,30.17,2020-10-04 20:47:55 UTC,,,"{""source"":""api"",""session"":""9eae289212e5bcb12344aaffc7063ed3e4e9125e39683dfd5df1d72ea1e95852"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-10-04T20:47:07.892Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"",""utc_offset"":""-46800"",""finished_at"":""2020-10-04T20:47:55.409Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":913,""clientHeight"":646,""naturalWidth"":2574,""naturalHeight"":1821}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-10-04T20:47:07.713Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""37754""}","[{""task"":""T0"",""task_label"":""Label the landmarks"",""value"":[{""x"":629.945068359375,""y"":877.1887817382812,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tip of snout""},{""x"":1227.169677734375,""y"":910.1807861328125,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Vent""},{""x"":733.7647705078125,""y"":775.9340209960938,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Right eye""},{""x"":738.5093383789062,""y"":991.8956909179688,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Left eye""},{""x"":912.6282958984375,""y"":750.8350219726562,""tool"":4,""frame"":0,""details"":[],""tool_label"":""Right front leg""},{""x"":894.5856323242188,""y"":993.9762573242188,""tool"":5,""frame"":0,""details"":[],""tool_label"":""Left front leg""}]}]","{""50445441"":{""retired"":null,""grid"":""Grid A"",""capture"":""357"",""frog_id"":""130"",""filename"":""00_0-357.jpg""}}",50445441
1,278017631,victorav,1374972.0,6aaed07f3d5b0f62dc26,16410,landmark_detection,30.17,2020-10-04 20:48:27 UTC,,,"{""source"":""api"",""session"":""9eae289212e5bcb12344aaffc7063ed3e4e9125e39683dfd5df1d72ea1e95852"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-10-04T20:47:55.444Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"",""utc_offset"":""-46800"",""finished_at"":""2020-10-04T20:48:27.529Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":903,""clientHeight"":646,""naturalWidth"":2744,""naturalHeight"":1964}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-10-04T20:47:07.713Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""37754""}","[{""task"":""T0"",""task_label"":""Label the landmarks"",""value"":[{""x"":741.8388061523438,""y"":1128.0118408203125,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tip of snout""},{""x"":1328.1536865234375,""y"":1027.3184814453125,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Vent""},{""x"":824.7466430664062,""y"":1003.78662109375,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Right eye""},{""x"":862.5259399414062,""y"":1207.36962890625,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Left eye""},{""x"":1014.47412109375,""y"":946.0491333007812,""tool"":4,""frame"":0,""details"":[],""tool_label"":""Right front leg""},{""x"":1065.9783935546875,""y"":1189.15673828125,""tool"":5,""frame"":0,""details"":[],""tool_label"":""Left front leg""}]}]","{""50445447"":{""retired"":null,""grid"":""Grid B"",""capture"":""2578"",""frog_id"":""171"",""filename"":""1100-2578.jpg""}}",50445447
2,278017792,victorav,1374972.0,6aaed07f3d5b0f62dc26,16410,landmark_detection,30.17,2020-10-04 20:49:11 UTC,,,"{""source"":""api"",""session"":""9eae289212e5bcb12344aaffc7063ed3e4e9125e39683dfd5df1d72ea1e95852"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-10-04T20:48:27.581Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"",""utc_offset"":""-46800"",""finished_at"":""2020-10-04T20:49:11.070Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":573,""clientHeight"":646,""naturalWidth"":1764,""naturalHeight"":1988}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-10-04T20:47:07.713Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""37754""}","[{""task"":""T0"",""task_label"":""Label the landmarks"",""value"":[{""x"":812.4404296875,""y"":759.6751098632812,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tip of snout""},{""x"":904.5335693359375,""y"":1389.8453369140625,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Vent""},{""x"":941.9452514648438,""y"":890.8744506835938,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Right eye""},{""x"":721.1885375976562,""y"":912.9273071289062,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Left eye""},{""x"":974.17724609375,""y"":1005.5491943359375,""tool"":4,""frame"":0,""details"":[],""tool_label"":""Right front leg""},{""x"":749.1422119140625,""y"":1035.6900634765625,""tool"":5,""frame"":0,""details"":[],""tool_label"":""Left front leg""}]}]","{""50445450"":{""retired"":null,""grid"":""Grid C"",""capture"":""8058"",""frog_id"":""546"",""filename"":""1100-8058.JPG""}}",50445450
3,278017887,victorav,1374972.0,6aaed07f3d5b0f62dc26,16410,landmark_detection,30.17,2020-10-04 20:49:36 UTC,,,"{""source"":""api"",""session"":""9eae289212e5bcb12344aaffc7063ed3e4e9125e39683dfd5df1d72ea1e95852"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-10-04T20:49:12.349Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"",""utc_offset"":""-46800"",""finished_at"":""2020-10-04T20:49:36.720Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":652,""clientHeight"":646,""naturalWidth"":1708,""naturalHeight"":1692}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-10-04T20:47:07.713Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""37754""}","[{""task"":""T0"",""task_label"":""Label the landmarks"",""value"":[{""x"":579.2315673828125,""y"":867.9094848632812,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tip of snout""},{""x"":1072.399169921875,""y"":868.615234375,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Vent""},{""x"":687.541259765625,""y"":786.61328125,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Right eye""},{""x"":685.3216552734375,""y"":953.1231689453125,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Left eye""},{""x"":794.6234741210938,""y"":753.871826171875,""tool"":4,""frame"":0,""details"":[],""tool_label"":""Right front leg""},{""x"":796.2498168945312,""y"":973.4881591796875,""tool"":5,""frame"":0,""details"":[],""tool_label"":""Left front leg""}]}]","{""50445435"":{""retired"":null,""grid"":""Grid C"",""capture"":""8136"",""frog_id"":""929"",""filename"":""1000-8136.JPG""}}",50445435
4,278018003,victorav,1374972.0,6aaed07f3d5b0f62dc26,16410,landmark_detection,30.17,2020-10-04 20:50:09 UTC,,,"{""source"":""api"",""session"":""9eae289212e5bcb12344aaffc7063ed3e4e9125e39683dfd5df1d72ea1e95852"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-10-04T20:49:36.790Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"",""utc_offset"":""-46800"",""finished_at"":""2020-10-04T20:50:09.804Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":936,""clientHeight"":624,""naturalWidth"":3072,""naturalHeight"":2048}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-10-04T20:49:12.094Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""37754""}","[{""task"":""T0"",""task_label"":""Label the landmarks"",""value"":[{""x"":1198.63818359375,""y"":1040.339111328125,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tip of snout""},{""x"":1645.26904296875,""y"":1105.3489990234375,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Vent""},{""x"":1301.994873046875,""y"":977.0861206054688,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Right eye""},{""x"":1287.5667724609375,""y"":1135.97509765625,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Left eye""},{""x"":1426.4873046875,""y"":974.8545532226562,""tool"":4,""frame"":0,""details"":[],""tool_label"":""Right front leg""},{""x"":1381.5869140625,""y"":1161.637939453125,""tool"":5,""frame"":0,""details"":[],""tool_label"":""Left front leg""}]}]","{""50445453"":{""retired"":null,""grid"":""Grid A"",""capture"":""137"",""frog_id"":""32"",""filename"":""0100-137.jpg""}}",50445453
5,278018092,victorav,1374972.0,6aaed07f3d5b0f62dc26,16410,landmark_detection,30.17,2020-10-04 20:50:38 UTC,,,"{""source"":""api"",""session"":""9eae289212e5bcb12344aaffc7063ed3e4e9125e39683dfd5df1d72ea1e95852"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-10-04T20:50:09.859Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"",""utc_offset"":""-46800"",""finished_at"":""2020-10-04T20:50:38.070Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":936,""clientHeight"":624,""naturalWidth"":3072,""naturalHeight"":2048}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-10-04T20:49:12.094Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""37754""}","[{""task"":""T0"",""task_label"":""Label the landmarks"",""value"":[{""x"":1283.14208984375,""y"":925.5424194335938,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tip of snout""},{""x"":1658.863525390625,""y"":879.9110107421875,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Vent""},{""x"":1353.0640869140625,""y"":851.2599487304688,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Right eye""},{""x"":1354.5902099609375,""y"":988.9492797851562,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Left eye""},{""x"":1434.5670166015625,""y"":843.7188720703125,""tool"":4,""frame"":0,""details"":[],""tool_label"":""Right front leg""},{""x"":1457.4083251953125,""y"":990.8601684570312,""tool"":5,""frame"":0,""details"":[],""tool_label"":""Left front leg""}]}]","{""50445427"":{""retired"":null,""grid"":""Grid C"",""capture"":""4472"",""frog_id"":""209"",""filename"":""1000-4472.jpg""}}",50445427
6,278018167,victorav,1374972.0,6aaed07f3d5b0f62dc26,16410,landmark_detection,30.17,2020-10-04 20:51:04 UTC,,,"{""source"":""api"",""session"":""9eae289212e5bcb12344aaffc7063ed3e4e9125e39683dfd5df1d72ea1e95852"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-10-04T20:50:38.132Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"",""utc_offset"":""-46800"",""finished_at"":""2020-10-04T20:51:04.389Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":936,""clientHeight"":625,""naturalWidth"":2466,""naturalHeight"":1648}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-10-04T20:49:12.094Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""37754""}","[{""task"":""T0"",""task_label"":""Label the landmarks"",""value"":[{""x"":641.113525390625,""y"":738.2211303710938,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tip of snout""},{""x"":1272.594970703125,""y"":821.3541870117188,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Vent""},{""x"":751.7448120117188,""y"":642.2398071289062,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Right eye""},{""x"":736.0344848632812,""y"":852.9189453125,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Left eye""},{""x"":958.192626953125,""y"":658.2796020507812,""tool"":4,""frame"":0,""details"":[],""tool_label"":""Right front leg""},{""x"":936.0890502929688,""y"":866.7247314453125,""tool"":5,""frame"":0,""details"":[],""tool_label"":""Left front leg""}]}]","{""50445443"":{""retired"":null,""grid"":""Grid D"",""capture"":""6520"",""frog_id"":""265"",""filename"":""1100-6520.jpg""}}",50445443
7,278018239,victorav,1374972.0,6aaed07f3d5b0f62dc26,16410,landmark_detection,30.17,2020-10-04 20:51:30 UTC,,,"{""source"":""api"",""session"":""9eae289212e5bcb12344aaffc7063ed3e4e9125e39683dfd5df1d72ea1e95852"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-10-04T20:51:04.463Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"",""utc_offset"":""-46800"",""finished_at"":""2020-10-04T20:51:29.896Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":936,""clientHeight"":624,""naturalWidth"":3072,""naturalHeight"":2048}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-10-04T20:49:12.094Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""37754""}","[{""task"":""T0"",""task_label"":""Label the landmarks"",""value"":[{""x"":1193.7646484375,""y"":1035.465576171875,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tip of snout""},{""x"":1634.714111328125,""y"":989.47509765625,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Vent""},{""x"":1287.48974609375,""y"":949.11474609375,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Right eye""},{""x"":1295.21044921875,""y"":1101.7452392578125,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Left eye""},{""x"":1398.5543212890625,""y"":924.413818359375,""tool"":4,""frame"":0,""details"":[],""tool_label"":""Right front leg""},{""x"":1411.1229248046875,""y"":1102.4505615234375,""tool"":5,""frame"":0,""details"":[],""tool_label"":""Left front leg""}]}]","{""50445440"":{""retired"":null,""grid"":""Grid D"",""capture"":""6156"",""frog_id"":""94"",""filename"":""1100-6156.JPG""}}",50445440
8,278018325,victorav,1374972.0,6aaed07f3d5b0f62dc26,16410,landmark_detection,30.17,2020-10-04 20:51:56 UTC,,,"{""source"":""api"",""session"":""9eae289212e5bcb12344aaffc7063ed3e4e9125e39683dfd5df1d72ea1e95852"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-10-04T20:51:29.967Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"",""utc_offset"":""-46800"",""finished_at"":""2020-10-04T20:51:56.664Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":692,""clientHeight"":646,""naturalWidth"":2016,""naturalHeight"":1882}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-10-04T20:49:12.094Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""37754""}","[{""task"":""T0"",""task_label"":""Label the landmarks"",""value"":[{""x"":506.7590637207031,""y"":794.6221923828125,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tip of snout""},{""x"":1006.5892333984375,""y"":841.302490234375,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Vent""},{""x"":634.0233154296875,""y"":714.6867065429688,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Right eye""},{""x"":613.5445556640625,""y"":900.91845703125,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Left eye""},{""x"":768.1593627929688,""y"":715.9837036132812,""tool"":4,""frame"":0,""details"":[],""tool_label"":""Right front leg""},{""x"":744.3584594726562,""y"":919.861328125,""tool"":5,""frame"":0,""details"":[],""tool_label"":""Left front leg""}]}]","{""50445452"":{""retired"":null,""grid"":""Grid C"",""capture"":""5554"",""frog_id"":""676"",""filename"":""1_10-5554.jpg""}}",50445452
9,278018439,victorav,1374972.0,6aaed07f3d5b0f62dc26,16410,landmark_detection,30.17,2020-10-04 20:52:30 UTC,,,"{""source"":""api"",""session"":""9eae289212e5bcb12344aaffc7063ed3e4e9125e39683dfd5df1d72ea1e95852"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-10-04T20:51:56.738Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"",""utc_offset"":""-46800"",""finished_at"":""2020-10-04T20:52:30.063Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":936,""clientHeight"":620,""naturalWidth"":4928,""naturalHeight"":3264}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-10-04T20:49:12.094Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""37754""}","[{""task"":""T0"",""task_label"":""Label the landmarks"",""value"":[{""x"":2572.462646484375,""y"":1433.8582763671875,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tip of snout""},{""x"":1530.2587890625,""y"":1517.7357177734375,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Vent""},{""x"":2377.262939453125,""y"":1641.03173828125,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Right eye""},{""x"":2303.77490234375,""y"":1272.2752685546875,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Left eye""},{""x"":2093.165771484375,""y"":1763.1343994140625,""tool"":4,""frame"":0,""details"":[],""tool_label"":""Right front leg""},{""x"":2079.89599609375,""y"":1310.76806640625,""tool"":5,""frame"":0,""details"":[],""tool_label"":""Left front leg""}]}]","{""50445434"":{""retired"":null,""grid"":""Pukeokahu Frog Monitoring"",""capture"":""5654"",""frog_id"":""234"",""filename"":""DSC_5654.JPG""}}",50445434
10,278018558,victorav,1374972.0,6aaed07f3d5b0f62dc26,16410,landmark_detection,30.17,2020-10-04 20:53:03 UTC,,,"{""source"":""api"",""session"":""9eae289212e5bcb12344aaffc7063ed3e4e9125e39683dfd5df1d72ea1e95852"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-10-04T20:52:30.126Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"",""utc_offset"":""-46800"",""finished_at"":""2020-10-04T20:53:02.905Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":901,""clientHeight"":646,""naturalWidth"":2464,""naturalHeight"":1768}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-10-04T20:49:12.094Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""37754""}","[{""task"":""T0"",""task_label"":""Label the landmarks"",""value"":[{""x"":640.0374145507812,""y"":825.2269897460938,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tip of snout""},{""x"":1186.341064453125,""y"":819.25244140625,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Vent""},{""x"":741.31640625,""y"":734.1122436523438,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Right eye""},{""x"":755.6917114257812,""y"":918.0197143554688,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Left eye""},{""x"":888.2649536132812,""y"":724.1083374023438,""tool"":4,""frame"":0,""details"":[],""tool_label"":""Right front leg""},{""x"":894.4533081054688,""y"":917.96630859375,""tool"":5,""frame"":0,""details"":[],""tool_label"":""Left front leg""}]}]","{""50445445"":{""retired"":null,""grid"":""Grid C"",""capture"":""4609"",""frog_id"":""262"",""filename"":""0000-4609.jpg""}}",50445445
